occurrenceID;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordedBy;verbatimEventDate;samplingProtocol;individualCount;preparations;identifiedBy;dateIdentified;identificationQualifier;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificName;scientificNameAuthorship;verbatimTaxonRank;taxonRank;vernacularName;sex;habitat;country;countryCode;stateProvince;county;verbatimLocality;verbatimElevation;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV1171;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1171;Londoño L | Díaz O | Serna J;Mar 19, 2001;Red de Niebla;1;Piel;Arbeláez M | Sueroque F;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Hembra;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1172;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1172;Londoño L | Díaz O | Serna J;19/03/2001;Red de Niebla;1;Piel;Álvarez E | Londoño A | Rodríguez A | Moreno F;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Indeterminado;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1185;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1185;Londoño L | Díaz O | Serna J;20/03/2001;Red de Niebla;1;Piel;Londoño A | Álvarez E | Rodríguez E | Rodríguez R;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Macho;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1255;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1255;Londoño L | Díaz O | Serna J;Mar 2001;Red de Niebla;1;Piel;Roldán F | Fonnegra R | Acevedo A;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Macho;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1258;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1258;Londoño L | Díaz O | Serna J;2001/03/19;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Hembra;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1392;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1392;Albert L | Folsom J | Brand J | Sánchez D;2001/03/19;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Macho;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1433;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1433;Murcia C | Toro Y;20/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Hembra;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1435;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1435;Murcia C | Toro Y;Mar 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Indeterminado;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1621;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1621;Beltran N;2001/03/19;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Eucometis penicillata;;;;;Macho;;Colombia;CO;Caldas;La Dorada;Corregimiento de Guarinocito, madre vieja Guarinocito, extremo occidental, charca La Rica;299;"5° 20' 29.440"" N";"74° 43' 12.540"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1087;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1087;Vargas I;Feb 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia fulvicrissa;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El Cedral, finca la Carmencita;224;"4° 44' 31"" N";"75° 36' 18"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0054;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0054;Vargas I;May 2001;Red de Niebla;1;Piel;Beltran N;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0141;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0141;David H | Rivas A | Londoño L | Morales P | Muñoz J;Mar 19, 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0178;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0178;Díaz O | Londoño L | Valencia A;2001;Red de Niebla;1;Piel;Beltran N;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0202;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0202;Díaz O | Londoño L | Valencia A;19/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Indeterminado;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0241;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0241;Díaz O | Londoño L | Valencia A;19/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0259;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0259;Díaz O | Londoño L | Valencia A;Feb 10, 2001;Red de Niebla;1;Piel;Arias J | Ramírez M;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0327;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0327;Díaz O | Londoño L | Valencia A;2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0356;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0356;Díaz O | Londoño L | Valencia A;19/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0423;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0423;López N | Vásquez C;Mar 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0580;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0580;López N | Vásquez C;Mar 19, 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Indeterminado;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0034;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0034;Soejarto D | Soejarto M;Mar 19, 2001;;1;;Espina J | García F | Pino S;oct. 2001;;;;Mammalia;;Cuniculidae;;;;Cuniculus paca;;;;;Indeterminado;Bosque Húmedo;Colombia;CO;Antioquia;San Luis;Autopista Medellín a Bogotá, quebrada San Antonio, margen izquierda de la autopista;904;6° 0' N;74° 55' W;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0155;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0155;Idárraga A | Cardona F;Mar 19, 2001;;1;;Espina J | García F | Pino S;oct. 2001;;;;Mammalia;;Cuniculidae;;;;Cuniculus paca;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;San Luis;Autopista Medellín a Bogotá, quebrada San Antonio, margen izquierda de la autopista;904;6° 0' N;74° 55' W;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0284;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0284;David H | Tuberquia D | Morales H | Gaviria J;19/03/2001;;1;;Callejas R;oct. 2001;;;;Mammalia;;Cuniculidae;;;;Cuniculus paca;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;San Luis;Autopista Medellín a Bogotá, quebrada San Antonio, margen izquierda de la autopista;904;6° 0' N;74° 55' W;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0356;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0356;David H | Tuberquia D | Morales H | Gaviria J;20/03/2001;;1;;Callejas R;oct. 2001;;;;Mammalia;;Cuniculidae;;;;Cuniculus paca;;;;;Hembra;Bosque Húmedo;Colombia;CO;Antioquia;San Luis;Autopista Medellín a Bogotá, quebrada San Antonio, margen izquierda de la autopista;904;6° 0' N;74° 55' W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0593;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0593;Benitez D;Mar 19, 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0638;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0638;Mendoza H | González C | Robles A;19/03/2001;Red de Niebla;1;Piel;Arias J | Carmona A;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0799;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0799;Correa M | Trujillo E | Grupo Taxonomía Vegetal I-2004;20/03/2001;Red de Niebla;1;Piel;Arias J | Ramírez M;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0811;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0811;Díaz O | Giraldo F | Manco D;Mar 2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0863;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0863;David H | Hoyos S | Quintero R;2001/03/19;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1059;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1059;David H | Cardona F | Loaiza D | Álvarez A;2001/03/19;Red de Niebla;1;Piel;Álvarez E | Londoño A | Rodríguez A | Moreno F;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Indeterminado;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1458;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1458;López N | Vásquez C;20/03/2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1470;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1470;López N | Vásquez C;Mar 2001;Red de Niebla;1;Piel;Hincapie E;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1479;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1479;López N | Vásquez C;2001/03/19;Red de Niebla;1;Piel;Hincapie E;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1507;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1507;García V | López L;Feb 2001;Red de Niebla;1;Piel;Ramírez J | Muñoz E | Cruz M | Villa M;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Indeterminado;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1510;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1510;López N | Vásquez C;May 2001;Red de Niebla;1;Piel;Ramírez J | Muñoz E | Cruz M | Villa M;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1512;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1512;López N | Vásquez C;Mar 19, 2001;Red de Niebla;1;Piel;Sánchez J;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Macho;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1533;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1533;López N | Vásquez C;2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Thraupidae;;;;Euphonia laniirostris;;;;;Hembra;Bosque Húmedo premontano;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Virgen N°1;1449;"5° 45' 3.6"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0027;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0027;Vargas I;Feb 2001;Red de Niebla;1;Piel;Callejas R | Castaño I | Restrepo H;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0062;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0062;Tuberquia D | Rincón H | Patiño A | Rodríguez W | Quijano M | Parra R | Giraldo F;May 2001;Red de Niebla;1;Piel;Callejas R | Castaño I | Restrepo H;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0088;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0088;Vargas I;Mar 19, 2001;Red de Niebla;1;Piel;Callejas R | Castaño I | Restrepo H;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0128;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0128;Idárraga A | Cardona F;2001;Red de Niebla;1;Piel;Callejas R | Castaño I | Restrepo H;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0224;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0224;Vargas I;19/03/2001;Red de Niebla;1;Piel;Callejas R | Castaño I | Restrepo H;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0258;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0258;Cardona F | David H;19/03/2001;Red de Niebla;1;Piel;Betancur J | Roldán F | Castaño I;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0312;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0312;Vargas I;Feb 10, 2001;Red de Niebla;1;Piel;Carmona G;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0381;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0381;Vargas I;2001;Red de Niebla;1;Piel;Callejas R | Escobar O | Castaño I;oct. 2001;;;;Aves;;Tinamidae;;;;Crypturellus soui;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia;224;"4° 43' 36.30"" N";"75° 36' 1.331"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0032;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0032;Vargas I;2001/03/19;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasyproctidae;;;;Dasyprocta punctata;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias, finca Gibarito;1965;"5° 17' 56.7"" N";"75° 29' 40.2"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0072;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0072;Espinal S | Ramos J;2001/03/19;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasyproctidae;;;;Dasyprocta punctata;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias, finca Gibarito;1965;"5° 17' 56.7"" N";"75° 29' 40.2"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0153;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0153;David H | Rivas A | Hernández H;20/03/2001;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasyproctidae;;;;Dasyprocta punctata;;;;;Hembra;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias, finca Gibarito;1965;"5° 17' 56.7"" N";"75° 29' 40.2"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0472;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0472;David H | Rivas A | Hernández H;Mar 2001;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasyproctidae;;;;Dasyprocta punctata;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias, finca Gibarito;1965;"5° 17' 56.7"" N";"75° 29' 40.2"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0035;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0035;Espinal S | Ramos J;2001/03/19;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Hembra;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0069;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0069;Soejarto D | Rentería E;Feb 2001;;1;;Marulanda O | Betancur J;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Indeterminado;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0070;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0070;Vargas I;May 2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0261;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0261;Vargas I;Mar 19, 2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0280;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0280;Vargas I;2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Hembra;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0281;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0281;Vargas I;19/03/2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0285;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0285;Vargas I;19/03/2001;;1;;Betancur J | Velásquez P;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Hembra;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0299;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0299;David H | Rivas A | Hernández H;Feb 10, 2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Indeterminado;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0355;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0355;David H | Rivas A | Hernández H;2001;;1;;Ramírez J | Cárdenas D;oct. 2001;;;;Mammalia;;Dasypodidae;;;;Dasypus novemcinctus;;;;;Macho;;Colombia;CO;Caldas;Aranzazu;Vereda Alegrias Bajo;1970;"5° 18' 42"" N";"75° 29' 38.7"" W";;;;;
