occurrenceID,basisOfRecord,institutionCode,collectionCode,catalogNumber,type,collectionID,recordedBy,verbatimEventDate,samplingProtocol,individualCount,preparations,identifiedBy,dateIdentified,identificationQualifier,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,verbatimTaxonRank,taxonRank,vernacularName,sex,habitat,country,countryCode,stateProvince,county,verbatimLocality,verbatimElevation,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV0492,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0492,Objeto físico,RNC:123,Idárraga A | Cardona F,"Mar 19, 2001",Red de Niebla,1,Piel,Callejas R | Betancur J | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0597,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0597,Objeto físico,RNC:123,Idárraga A | Cardona F,"Mar 19, 2001",Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0610,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0610,Objeto físico,RNC:123,Tuberquia D | Rincón H | Patiño A | Rodríguez W | Quijano M | Parra R | Giraldo F,19/03/2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Indeterminado,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0678,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0678,Objeto físico,RNC:123,David H | Arango A | Bedoya J,20/03/2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0700,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0700,Objeto físico,RNC:123,Rivas A | Correa E | Bedoya J,Mar 2001,Red de Niebla,1,Piel,Callejas R | Betancur J | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0732,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0732,Objeto físico,RNC:123,Vélez J | Blandón J,2001/03/19,Red de Niebla,1,Piel,Callejas R | Betancur J | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0751,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0751,Objeto físico,RNC:123,Vélez J | Blandón J,2001/03/19,Red de Niebla,1,Piel,Betancur J | Marulanda O | Grupo Postgrado Ingeniería Ambiental,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Indeterminado,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0797,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0797,Objeto físico,RNC:123,Vélez J | Blandón J,20/03/2001,Red de Niebla,1,Piel,Callejas R | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0828,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0828,Objeto físico,RNC:123,Soejarto D | Giraldo F | Vaughan D | Percy D,Mar 2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0876,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0876,Objeto físico,RNC:123,Vélez J | Blandón J,2001/03/19,Red de Niebla,1,Piel,Roldán F | Ortíz R | Ortíz E | Rincón J,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0986,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0986,Objeto físico,RNC:123,Vargas I,Feb 2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1039,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1039,Objeto físico,RNC:123,Idárraga A | Cardona F,May 2001,Red de Niebla,1,Piel,Albert L | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1105,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1105,Objeto físico,RNC:123,David H | Tuberquia D | Morales H | Gaviria J,"Mar 19, 2001",Red de Niebla,1,Piel,Callejas R | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1146,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1146,Objeto físico,RNC:123,David H | Tuberquia D | Morales H | Gaviria J,2001,Red de Niebla,1,Piel,Betancur J | Marulanda O | Grupo Postgrado Ingeniería Ambiental,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1210,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1210,Objeto físico,RNC:123,David H | Tuberquia D | Morales H | Gaviria J,19/03/2001,Red de Niebla,1,Piel,Espina J | García F | Pino S,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Indeterminado,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1338,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1338,Objeto físico,RNC:123,Idárraga A | Cardona F,19/03/2001,Red de Niebla,1,Piel,Espina J | García F | Pino S,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1349,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1349,Objeto físico,RNC:123,Idárraga A | Cardona F,"Feb 10, 2001",Red de Niebla,1,Piel,Espina J | García F | Pino S,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1463,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1463,Objeto físico,RNC:123,Idárraga A | Cardona F,2001,Red de Niebla,1,Piel,Espina J | García F | Pino S,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1588,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1588,Objeto físico,RNC:123,Idárraga A | Cardona F,19/03/2001,Red de Niebla,1,Piel,Espina J | García F | Pino S,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1663,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1663,Objeto físico,RNC:123,David H | Tuberquia D | Morales H | Gaviria J,Mar 2001,Red de Niebla,1,Piel,Callejas R | Roldán F,oct. 2001,,,,Aves,,Tinamidae,,,,Crypturellus soui,,,,,Hembra,,Colombia,CO,Risaralda,Pereira,"Cuenca media del rio Otun, vereda La Suiza, finca Cartón de Colombia",224,"4° 43' 36.30"" N","75° 36' 1.331"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0269,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0269,Objeto físico,RNC:123,Arias J | Ramírez M,Mar 2001,Red de Niebla,1,Piel,Murcia C | Toro Y,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Hembra,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0304,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0304,Objeto físico,RNC:123,Vester H | Paki A,"Mar 19, 2001",Red de Niebla,1,Piel,Murcia C | Toro Y,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0383,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0383,Objeto físico,RNC:123,Callejas R | Roldán F,"Mar 19, 2001",Red de Niebla,1,Piel,Beltran N,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Hembra,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0419,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0419,Objeto físico,RNC:123,Ramírez J | Muñoz E | Cruz M | Villa M,19/03/2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Indeterminado,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0439,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0439,Objeto físico,RNC:123,Ramírez J | Muñoz E | Cruz M | Villa M,20/03/2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0464,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0464,Objeto físico,RNC:123,Vargas I,Mar 2001,Red de Niebla,1,Piel,David H | Rivas A | Londoño L | Morales P | Muñoz J,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0558,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0558,Objeto físico,RNC:123,Callejas R | Roldán F,2001/03/19,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Hembra,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0985,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0985,Objeto físico,RNC:123,Betancur J | Cárdenas D | Tanimuca D | Makuna J,2001/03/19,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1017,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1017,Objeto físico,RNC:123,Sánchez J,20/03/2001,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Hembra,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1065,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1065,Objeto físico,RNC:123,Fernández JL | Cárdenas C | Vera D | Páez V,Mar 2001,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Indeterminado,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1247,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1247,Objeto físico,RNC:123,Fernández JL | Cárdenas C | Vera D | Páez V,2001/03/19,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1321,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1321,Objeto físico,RNC:123,Betancur J | Galvis P | Marín Z,Feb 2001,Red de Niebla,1,Piel,Díaz O | Londoño L | Valencia A,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Macho,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1610,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1610,Objeto físico,RNC:123,Franco P | Giraldo D | Beltrán W | Prieto A | Rivera O,May 2001,Red de Niebla,1,Piel,López N | Vásquez C,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia amabilis,,,,Colibrí pechiazul,Hembra,Bosque Montano,Colombia,CO,Antioquia,Belmira,"Páramo de Santa Inés, finca La Montañita",2876,"6° 37' 1,7"" N","75° 39' 6.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0471,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0471,Objeto físico,RNC:123,Betancur J | Franco P | Neira A,"Mar 19, 2001",Red de Niebla,1,Piel,López N | Vásquez C,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia saucerottei,,,,,Macho,Bosque Húmedo premontano,Colombia,CO,Antioquia,La Unión,Cerca de 5 km al S de La Unión,2554,"5° 56' 32.570"" N","75° 21' 58.5"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0367,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0367,Objeto físico,RNC:123,Betancur J | Galvis P | Marín Z,2001,Red de Niebla,1,Piel,Benitez D,oct. 2001,,,,Aves,,Trochilidae,,,,Amazilia tzacatl,,,,,Hembra,Bosque Húmedo premontano,Colombia,CO,Antioquia,Caldas,La Primavera,1905,"6° 4' 20.210"" N","75° 38' 20.440"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0035,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0035,Objeto físico,RNC:123,Fernández JL | Díaz C,20/03/2001,,1,Animal entero (ETOH - Etanol),Betancur J | Churchill S,oct. 2001,,,,Reptilia,,Colubridae,,,,Dendrophidium percarinatus,,,,,Macho,Bosque Húmedo premontano,Colombia,CO,Antioquia,Turbo,Sin datos de localidad-Turbo,12,"08° 05' 53"" N","76° 43' 54"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0032,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0032,Objeto físico,RNC:123,Fernández JL | Díaz C,Mar 2001,,1,Animal entero (ETOH - Etanol),Betancur J | Churchill S,oct. 2001,,,,Amphibia,,Hylidae,,,,Dendropsophus microcephalus,,,,,Macho,,Colombia,CO,Caldas,Samaná,"Cruce camino a Florencia con carretera a Pueblo Nuevo, 24 km de Pensilvania, casa Campamento",1609,"5° 30' 8"" N","75° 7' 33"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0092,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0092,Objeto físico,RNC:123,Vargas I,2001/03/19,,1,Animal entero (ETOH - Etanol),Betancur J | Churchill S,oct. 2001,,,,Amphibia,,Hylidae,,,,Dendropsophus microcephalus,,,,,Hembra,,Colombia,CO,Caldas,Samaná,"Cruce camino a Florencia con carretera a Pueblo Nuevo, 24 km de Pensilvania, casa Campamento",1609,"5° 30' 8"" N","75° 7' 33"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0116,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0116,Objeto físico,RNC:123,Vargas I,2001/03/19,,1,Animal entero (ETOH - Etanol),Betancur J | Churchill S,oct. 2001,,,,Amphibia,,Hylidae,,,,Dendropsophus microcephalus,,,,,Indeterminado,,Colombia,CO,Caldas,Samaná,"Cruce camino a Florencia con carretera a Pueblo Nuevo, 24 km de Pensilvania, casa Campamento",1609,"5° 30' 8"" N","75° 7' 33"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0178,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0178,Objeto físico,RNC:123,Vargas I,20/03/2001,,1,,Betancur J | Churchill S,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura cinerea,,,,,Macho,,Colombia,CO,Tolima,Herveo,"Páramo de las Letras, antes de entrar al parque nacional natural de Los Nevados",3376,"5° 5' 33"" N","75° 16' 53"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0273,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0273,Objeto físico,RNC:123,Vargas I,Mar 2001,,1,,Betancur J | Churchill S,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura cinerea,,,,,Macho,,Colombia,CO,Tolima,Herveo,"Páramo de las Letras, antes de entrar al parque nacional natural de Los Nevados",3376,"5° 5' 33"" N","75° 16' 53"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0083,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0083,Objeto físico,RNC:123,Galván S | Castellanos C | Ríos L | Martínez E | Espinosa D,2001/03/19,,1,,Betancur J | Churchill S,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0084,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0084,Objeto físico,RNC:123,Albert L | Uribe A | Vallejo J,Feb 2001,,1,,Betancur J | Berrío M,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0087,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0087,Objeto físico,RNC:123,Velásquez C | López D,May 2001,,1,,Renjifo L,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0133,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0133,Objeto físico,RNC:123,Ariza W | Pinzón V,"Mar 19, 2001",,1,,Renjifo L,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0180,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0180,Objeto físico,RNC:123,López N | Palacios L | Perea E,2001,,1,,Rentería E,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0203,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0203,Objeto físico,RNC:123,Vargas I,19/03/2001,,1,,Callejas R | Gómez A,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glauca,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0209,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0209,Objeto físico,RNC:123,del Río N | Carvajal M,19/03/2001,,1,,Vargas I,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0210,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0210,Objeto físico,RNC:123,David H | Rivas A | Muñoz J | Camargo A,"Feb 10, 2001",,1,,Uribe A | Bedoya N,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0256,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0256,Objeto físico,RNC:123,David H | Rivas A | Londoño L | Morales P | Muñoz J,2001,,1,,Vargas I,oct. 2001,,,,Mammalia,,Phyllostomidae,,,,Dermanura glaucus,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Tesorito",225,"4° 43' 21.82"" N","75° 33' 41.83"" W",,,,,
